ENOTA,VDV_MID,VDV_ID,VDV_UIME,VDV_DJ,POV_KM2,D_OD,DV_OD,N8,C1,STATUS,CEN_E,CEN_N
VD,16586374,703015,"Dom krajanov Tepanje, Slov. Konjice",,5.01,2022/09/01,2022/09/01,703015,,V,537141,134615
VD,16586382,703016,"Dvorana Konjičanka, Stari trg 41, Slov. Konjice",,1.04,2022/08/31,2022/08/31,703016,,V,532801,133065
VD,16586404,703017,"OŠ Pod goro, Šolska ul. 3, Slov. Konjice",,6.47,2022/09/01,2022/09/01,703017,,V,531401,133415
VD,16586439,703020,"OŠ ob Dravinji I.,Ul.Dušana Jereba 1,Slov.Konjice",,0.4,2022/09/01,2022/09/01,703020,,V,532291,133755
VD,16586455,703022,"OŠ ob Dravinji II,Ul.Dušana Jereba 1,Slov.Konjice",,1.57,2022/09/01,2022/09/01,703022,,V,532121,134605
VD,16586463,703023,"Osnovna šola Loče I., Šolska ul. 5, Loče",,9.43,2022/09/01,2022/09/01,703023,,V,535501,129325
VD,16586471,703024,"Osnovna šola Loče II., Šolska ul. 5, Loče",,2.44,2022/09/01,2022/09/01,703024,,V,538191,131245
VD,16586480,703025,"Hiša dediščine, Mlače, Loče",,1.78,2022/09/01,2022/09/01,703025,,V,539161,129485
VD,16597597,702077,"Podgrajšek Jože, Zlakova 12",,1.49,2022/02/28,2022/02/28,702077,,V,530951,138625
VD,16675725,501001,"OŠ Blagovna, Proseniško 22, Šentjur",,9.73,2022/09/01,2022/09/01,501001,,V,526550,122385
VD,16675750,501003,"OŠ Dramlje, Dramlje 7a, Dramlje",,19.23,2022/09/01,2022/09/01,501003,,V,527910,125375
VD,16675768,501006,"Lenič, Razbor 30a, Dramlje",,2.69,2021/06/09,2021/06/09,501006,,V,532010,125165
VD,16675776,501024,"GVD Javorje, Javorje bš, Gorica pri Slivnici",,3.46,2022/09/01,2022/09/01,501024,,V,535460,114895
VD,16675784,501026,"Krajnc, Voduce 22a, Gorica pri Slivnici",,2.58,2021/06/09,2021/06/09,501026,,V,532820,113645
VD,16675792,501027,"Dom Gabernica, Slivnica bš, Gorica pri Slivnici",,1.8,2022/09/01,2022/09/01,501027,,V,532990,115015
VD,16675806,501012,"GD Dobrina, Dobrina 6b, Loka pri Žusmu",,8.85,2022/09/01,2022/09/01,501012,,V,537540,112405
VD,16675822,501022,"Gostišče Obrez Milan, Žegar 2, Prevorje",,5.64,2022/09/21,2022/09/21,501022,,V,534900,111725
VD,16675865,501020,"Lavbič, Lutrje 16, Ponikva",,10.97,2010/11/22,2010/11/22,501020,,V,535501,127295
VD,16675873,501030,"GD Šentjur, Ul. A. M. Slomška 2, Šentjur",,3.53,2022/09/01,2022/09/01,501030,,V,530850,120945
VD,16675881,501031,"OŠ Hruševec 1, Gajstova pot 2a, Šentjur",,1.24,2022/09/01,2022/09/01,501031,,V,529310,118765
VD,16675890,501033,"OŠ Hruševec 2, Gajstova pot 2a, Šentjur",,12.72,2022/09/01,2022/09/01,501033,,V,529350,118045
VD,16675903,501008,"Prostori KS Grobelno,Tratna 46, Grobelno",,7.77,2022/09/01,2022/09/01,501008,,V,532180,119985
VD,16675911,501002,"GD Lokarje, Dole 11, Šentjur",,7.08,2022/09/01,2022/09/01,501002,,V,528990,121665
VD,16675946,501034,"Kovač-Reberšak, Vrbno 16, Šentjur",,3.53,2010/11/22,2010/11/22,501034,,V,528080,120175
VD,16675954,501036,"KD Dobje, Dobje 26, Dobje pri Planini",,8.52,2022/09/01,2022/09/01,501036,,V,530860,110235
VD,16675962,501004,"Bobnar, Pletovarje 3a, Dramlje",,5.52,2010/11/22,2010/11/22,501004,,V,533340,127225
VD,16675989,501023,"KD Gorica, Gorica 98, Gorica pri Slivnici",,8.71,2022/09/01,2022/09/01,501023,,V,533030,115865
VD,16675997,501025,"GD Paridol, Paridol bš, Gorica pri Slivnici",,4.79,2022/09/01,2022/09/01,501025,,V,533700,111765
VD,16676004,501009,"OŠ Kalobje, Kalobje 15, Kalobje",,9.53,2022/09/15,2022/09/15,501009,,V,531590,114605
VD,16676039,501017,"KD Šentvid, Šentvid 6, Planina pri Sevnici",,19.69,2022/09/01,2022/09/01,501017,,V,533610,105835
VD,16676047,501018,"OŠ B. Kocena, Ponikva 29a, Ponikva",,19.15,2022/09/01,2022/09/01,501018,,V,534790,122655
VD,16676055,501007,"GD Dolga Gora, Dolga Gora 50b, Ponikva",,2.79,2022/09/21,2022/09/21,501007,,V,539701,126785
VD,16676063,501029,"SD Občine Šentjur, Mestni trg 10, Šentjur",,1.47,2022/09/01,2022/09/01,501029,,V,530150,119535
VD,16676071,501032,"Gostišče Zanzibar,C.Kozjanskega odr. 87a,Šentjur",,4.46,2022/09/01,2022/09/01,501032,,V,531543,118256
VD,16676098,501011,"GD Loka pri Žusmu, Loka 13, Loka pri Žusmu",,8.91,2022/09/01,2022/09/01,501011,,V,539700,113435
VD,16676101,501021,"Večnamenski p. Prevorje, Lopaca 10, Prevorje",,8,2022/09/01,2022/09/01,501021,,V,536821,109486
VD,16676110,501014,"OŠ Planina, Planina 69, Planina pri Sevnici",,22.92,2022/09/01,2022/09/01,501014,,V,532280,106335
VD,16676136,501028,"GD Bukovje, Bukovje bš, Gorica pri Slivnici",,2.24,2022/09/15,2022/09/15,501028,,V,534630,114315
VD,16684171,501010,"Šuster, Osredek 3, Šentjur",,2.88,2010/11/22,2010/11/22,501010,,V,530174,115418
VD,16688614,501039,"OŠ F. Malgaja, Ul. skl. Ipavcev 2, Šentjur",,0.52,2022/09/21,2022/09/21,501039,,V,530290,120165
VD,16691356,501040,"OŠ Dobje, Dobje 20a, Dobje pri Planini",,8.94,2022/09/01,2022/09/01,501040,,V,529790,111425
VD,16799416,701027,"VGD Dobovec, Dob./Rogatcu 35d, 3252 Rogatec",,18.48,2022/08/31,2022/08/31,701027,,V,558500,119114
VD,16799424,701028,"VGD Donačka Gora, Donačka Gora 4c, 3252 Rogatec",,14.77,2022/08/31,2022/08/31,701028,,V,556380,124504
VD,16799432,701029,"Dvorana KD Rogatec,Strmolska Ul. 6, 3252 Rogatec",,6.25,2022/08/31,2022/08/31,701029,,V,553980,121304
VD,16799459,701008,"GD Podčetrtek, Slake 3, 3254 Podčetrtek",,16.81,2022/08/31,2022/08/31,701008,,V,545667,112492
VD,16799467,701009,"GD Imeno, Imeno 38a, 3254 Podčetrtek",,7.06,2022/08/31,2022/08/31,701009,,V,546290,110354
VD,16799483,701010,"DKG Polje ob Sotli,  Polje ob Sotli 4, 3255 Buče",,11.06,2022/08/31,2022/08/31,701010,,V,546970,106014
VD,16799491,701011,"TPOŠ Pristava, Pr./Mestinju 27, 3253 Pr./Mestinju",,16.51,2022/08/31,2022/08/31,701011,,V,545950,117545
VD,16799513,701012,"KD Virštanj, Virštanj 11, 3254 Podčetrtek",,9.15,2022/08/31,2022/08/31,701012,,V,543120,110805
VD,16799734,701030,"Marjan Petauer, Dol/Pristavi 2b,3253 Pr./Mestinju",,1.6,2022/08/31,2022/08/31,701030,,V,544940,117925
VD,16799769,701031,"GKD Kristan vrh, Kristan Vrh 53a, 3241 Podplat",,7.3,2022/08/31,2022/08/31,701031,,V,544440,119405
VD,16799777,701032,"OŠ Lemberg, Lemberg/Šmarju 13, 3241 Podplat",,2.8,2022/08/31,2022/08/31,701032,,V,542680,124275
VD,16799785,701033,"GD Mestinje, Mestinje 19, 3241 Podplat",,5.71,2022/08/31,2022/08/31,701033,,V,543390,121155
VD,16799807,701034,"DKG Sl. Gora, Sl. Gora 3c, 3240 Šm./Jelšah",,9.85,2022/08/31,2022/08/31,701034,,V,540870,125195
VD,16799815,701035,"GD Sv. Štefan, Sv. Štefan 51, 3264 Sv. Štefan",,15.4,2022/08/31,2022/08/31,701035,,V,538107,116340
VD,16799823,701036,"Golež Stanislav, Rakovec 8, 3231 Grobelno",,3.93,2022/08/31,2022/08/31,701036,,V,536690,118505
VD,16799831,701037,"GKD Šentvid, Šentvid 30, 3231 Grobelno",,8.32,2022/08/31,2022/08/31,701037,,V,535570,120195
VD,16799840,701038,"Kincel Marija, bife,Grobelno-del 21,3231 Grobelno",,3.68,2022/08/31,2022/08/31,701038,,V,535540,119395
VD,16799858,701039,"KD Šm./Jelšah, Aškerčev trg 20, 3240 Šm./Jelšah",,8.58,2022/08/31,2022/08/31,701039,,V,539790,121295
VD,16800112,701040,"VD na Tinskem, bš, 3223 Loka/Žusmu",,5.47,2022/08/31,2022/08/31,701040,,V,542560,115705
VD,16800147,701041,"GD Zibika, Zibika 4a, 3253 Prist/Mestinju",,11.29,2022/08/31,2022/08/31,701041,,V,542800,117005
VD,16800287,701001,"KD B.ob Sotli, B. ob Sotli 9, 3256 B. ob Sotli",,31.13,2022/08/31,2022/08/31,701001,,V,551330,102194
VD,16800708,701013,"GD Kostrivnica, Zg. Kostrivnica 10a, 3241 Podplat",,15.09,2022/08/31,2022/08/31,701013,,V,545550,124555
VD,16800775,701015,"Rusl Jožef, Brestovec 1, 3250 Rog. Slatina",,11.49,2022/08/31,2022/08/31,701015,,V,548660,120714
VD,16800791,701017,"Kovačič Marija, Kamence 24, 3250 Rog. Slatina",,4.18,2022/08/31,2022/08/31,701017,,V,549210,118174
VD,16800813,701018,"GD, Prvomajska ul.15a, 3250 Rog. Slatina",,1.33,2022/08/31,2022/08/31,701018,,V,548984,122218
VD,16800821,701019,"II.OŠ Rog. Sl., Ul. Kozj.odr. 4, 3250 Rog. Slatin",,1.94,2022/08/31,2022/08/31,701019,,V,548180,122484
VD,16800856,701020,"Golub Zvonimir, Sp. Negonje 18, 3250 Rog. Slatina",,5.82,2022/08/31,2022/08/31,701020,,V,548420,124234
VD,16800864,701021,"I.OŠ Rog. Sl., Kidričeva ul. 24, 3250 Rog. Slatin",,0.76,2022/08/31,2022/08/31,701021,,V,549210,121504
VD,16800899,701022,"Gaberšek Vinko, Sp. Sečovo 26, 3250 Rog. Slatina",,3.15,2022/08/31,2022/08/31,701022,,V,550880,122034
VD,16800902,701023,"Vrtni center, Cer. p. Bočem 22a, 3250 Rog. Slatin",,6.3,2022/08/31,2022/08/31,701023,,V,551110,124334
VD,16800929,701024,"Jagodič Boštjan s.p.,Steklar. ul 1b, 3250 Rog. Sl",,4.37,2022/08/31,2022/08/31,701024,,V,550060,121424
VD,16800937,701025,"KC Rog. Slatina, Celjska C. 3a, 3250 Rog. Slatina",,1.7,2022/08/31,2022/08/31,701025,,V,550070,121994
VD,16800953,701026,"OŠ Sv. Florijan, Sv Florijan 60, 3250 Rog. Slatin",,9.64,2022/08/31,2022/08/31,701026,,V,552040,123744
VD,16802140,701003,"Sejna soba Občine Kozje, Kozje 37, 3260 Kozje",,23.55,2022/08/31,2022/08/31,701003,,V,543690,103614
VD,16802158,701002,"GD Buče, Vr. Gorca 4a, 3255 Buče",,8.09,2022/08/31,2022/08/31,701002,,V,542810,108164
VD,16802182,701004,"KD Lesično, Lesično 5c, 3261 Lesično",,19.94,2022/08/31,2022/08/31,701004,,V,541160,106155
VD,16802204,701005,"DK Osredek, Osr./Podsredi 19a, 3257 Podsreda",,9.49,2022/08/31,2022/08/31,701005,,V,546440,97464
VD,16802239,701006,"DK Podsreda, Podsreda 31, 3257 Podsreda",,19.3,2022/08/31,2022/08/31,701006,,V,545290,101604
VD,16802255,701007,"Pisarna KS Zagorje, Zagorje 47, 3261 Lesično",,9.39,2022/08/31,2022/08/31,701007,,V,537969,106414
VD,16804754,701014,"Aleš Tadina PP, Sp. Gabernik 35, 3241 Podplat",,5.59,2022/08/31,2022/08/31,701014,,V,544620,125125
VD,16813281,701042,"GD Šm./Jelšah, Obrtniška ul. 4, 3240 Šm./Jelšah",,23.73,2022/08/31,2022/08/31,701042,,V,540480,122065
VD,16903744,502058,"ZD Dobrna, Dobrna 1/b, Dobrna",,1.59,2022/08/30,2022/08/30,502058,,V,517650,133175
VD,16903752,502059,"KD Dobrna, Dobrna 1/a, Dobrna",,18.73,2022/08/30,2022/08/30,502059,,V,515821,134605
VD,16903809,502064,"OŠ Dobrna, Dobrna 1, Dobrna",,11.34,2022/08/30,2022/08/30,502064,,V,516801,135935
VD,16903825,502024,"GD Prožinska vas, Prožinska vas 33, Štore",,5.3,2022/08/30,2022/08/30,502024,,V,526710,119185
VD,16903833,502025,"OŠ Kompole, Kompole 92, Štore",,2.42,2022/08/30,2022/08/30,502025,,V,525040,119075
VD,16903841,502026,"Šuhel Pavel, Laška vas 41, Štore",,1.42,2022/02/28,2022/02/28,502026,,V,524200,118905
VD,16903850,502027,"Zlatko Cmok, Pečovje 4/a, Štore",,1.86,2022/08/30,2022/08/30,502027,,V,523240,119145
VD,16903876,502029,"KD Štore, C. XIV. divizije 29, Štore",,1.16,2022/08/30,2022/08/30,502029,,V,524640,120375
VD,16903884,502030,"Gobec Drago, Šentjanž nad Štorami 26",,3.27,2022/02/28,2022/02/28,502030,,V,525180,118235
VD,16903892,502032,"GD Svetina, Svetina 6, Štore",,11.65,2022/08/30,2022/08/30,502032,,V,525000,116835
VD,16903906,502031,"OŠ Štore, Ul. Cvetke Jerin 5, Štore",,1.09,2022/08/30,2022/08/30,502031,,V,524010,120285
VD,16903965,502035,"OŠ A. Bezenška Frankolovo, Frankolovo 11",,4.62,2022/08/30,2022/08/30,502035,,V,523490,131785
VD,16903973,502036,"Kračun Martin, Bezenškovo Bukovje 9/a",,7.71,2022/08/30,2022/08/30,502036,,V,525351,132065
VD,16903990,502038,"Karo Janez, Lindek 7, Frankolovo",,4.76,2022/08/30,2022/08/30,502038,,V,524221,135545
VD,16904015,502040,"GD Frankolovo, Stražica 2, Frankolovo",,4.21,2022/08/30,2022/08/30,502040,,V,524331,133135
VD,16904058,502044,"Večnamenska dvorana, POŠ Nova Cerkev 41",,11,2022/08/30,2022/08/30,502044,,V,520860,132655
VD,16904066,502045,"OŠ Socka, Socka",,8.98,2022/09/05,2022/09/05,502045,,V,521281,133515
VD,16904082,502047,"GD Lemberg, Lemberg pri Novi Cerkvi  19",,3.46,2022/08/30,2022/08/30,502047,,V,518960,132355
VD,16904147,502051,"OŠ Vojnik, Prušnikova ul. 14, Vojnik",,7.04,2022/08/30,2022/08/30,502051,,V,523510,128215
VD,16904155,502052,"OŠ Vojnik, Prušnikova ul. 14, Vojnik",,1.57,2022/08/30,2022/08/30,502052,,V,523630,127815
VD,16904163,502053,"OSTRI, Ravnak Ivan, Celjska c. 2/b, Vojnik",,5.13,2022/08/30,2022/08/30,502053,,V,522380,129445
VD,16904171,502054,"Vrbič Franc, Male Dole 44, Vojnik",,7.31,2022/08/30,2022/08/30,502054,,V,527810,129885
VD,16904180,502055,"Majger Jakob, Pristava 14/b, Vojnik",,8.11,2022/08/30,2022/08/30,502055,,V,527030,128095
VD,16904198,502056,"Avto Čepin, Pot v Lešje 1, Vojnik",,1.45,2022/08/30,2022/08/30,502056,,V,523640,126235
VD,16904228,503002,"Sedež KS, Velika dvorana, Teharska cesta 2a,Celje",,3.14,2022/09/01,2022/09/01,503002,,V,521270,121035
VD,16904244,503004,"Franc Draksler, Tremerje 13, Tremerje",,8.52,2022/02/28,2022/02/28,503004,,V,518710,119775
VD,16904287,503007,"Župnija Celje; Sv. Cecilija, Breg 18, Celje",,1.77,2018/04/12,2018/04/12,503007,,V,520369,120569
VD,16904295,503008,"Dom krajanov, Zagrad 90, Celje",,11.86,2014/04/10,2014/04/10,503008,,V,520840,119075
VD,16904317,503010,"III.OŠ Celje - telovadnica, Vodnikova  4, Celje",,0.17,2018/05/07,2018/05/07,503010,,V,520340,121185
VD,16904341,503014,"Rdeči križ; OZ Celje, Delavska ulica 21, Celje",,2.15,2018/04/12,2018/04/12,503014,,V,520960,122215
VD,16904350,502001,"OŠ Hudinja, Mariborska c. 125, Celje",,2.18,2022/08/30,2022/08/30,502001,,V,521430,123455
VD,16904376,502004,"Hrastnik Miroslav, Vrhe 42, Teharje",,0.99,2022/08/30,2022/08/30,502004,,V,524286,121001
VD,16904384,502005,"Ostrožnik - Horvat Karina, Bukovžlak 51/a",,3.08,2022/08/30,2022/08/30,502005,,V,523850,121915
VD,16904392,502006,"Dvorana KS Teharje, Teharje 14",,1.33,2021/06/08,2021/06/08,502006,,V,523202,121538
VD,16904406,503016,"Sedež KS Medlog, Babno 3a, Celje",,2.79,2014/04/10,2014/04/10,503016,,V,519550,122125
VD,16904414,502009,"GD Ostrožno, C. na Ostrožno 90, Celje",,1.32,2022/08/30,2022/08/30,502009,,V,519320,123595
VD,16904422,502007,"OŠ Lava, Pucova ul. 7, Celje",,0.66,2022/08/30,2022/08/30,502007,,V,519720,122596
VD,16904449,502010,"GD Lopata, Lopata 49, Celje",,1.73,2022/08/30,2022/08/30,502010,,V,517610,124405
VD,16904457,502011,"GD Lokrovec, Lokrovec 57, Celje",,2.64,2022/08/30,2022/08/30,502011,,V,519650,124625
VD,16904465,502012,"Klenovšek J., Dobrova 16, Celje",,1.82,2022/08/30,2022/08/30,502012,,V,519720,123645
VD,16904473,502013,"Dom krajanov, Šmartno v Rožni dolini 5",,20.49,2017/09/11,2017/09/11,502013,,V,517460,129585
VD,16904481,502014,"KD Škofja vas, Škofja vas 38",,5.01,2022/08/30,2022/08/30,502014,,V,521711,124486
VD,16904490,502015,"Gostilna Tepež, Runtole 3, Škofja vas",,2,2022/08/30,2022/08/30,502015,,V,521480,125475
VD,16904520,503018,"Zarja Trnovlje, Kulturniška ulica 4, Celje",,1.51,2018/04/12,2018/04/12,503018,,V,522210,122995
VD,16904538,503019,"KS Trnovlje pri Celju, Trnoveljska  82, Celje",,1.55,2018/05/07,2018/05/07,503019,,V,522590,123665
VD,16904554,502019,"Dom KS Ljubečna, Kocbekova c. 45, Ljubečna",,8.59,2022/08/30,2022/08/30,502019,,V,524760,124795
VD,16904589,502021,"Športno društvo Začret, Začret",,0.77,2022/08/30,2022/08/30,502021,,V,524680,123015
VD,16904627,503023,"AMZS d.d., PE Celje,  Ljubljanska cesta 35, Celje",,3.37,2018/04/12,2018/04/12,503023,,V,519500,121565
VD,16904643,503025,"Šolski center Celje, Pot na Lavo 22, Celje",,0.15,2014/04/10,2014/04/10,503025,,V,519510,121725
VD,16904651,503026,"Družbeni prostori, Ul.V.prekomor.brigade 4, Celje",,0.08,2018/04/12,2018/04/12,503026,,V,519460,121815
VD,16904660,503027,"I.OŠ Celje, Disloc.enota, Kosovelova 14, Celje",,0.31,2018/05/07,2018/05/07,503027,,V,520370,121765
VD,16904678,503028,"Vrtec Zarja, Enota Ringa raja, Nušičeva 2c, Celje",,0.58,2018/05/07,2018/05/07,503028,,V,519600,121925
VD,16904708,503031,"Sedež MČ, Ulica bratov Vošnjakov 1, Celje",,0.39,2021/06/08,2021/06/08,503031,,V,520420,122355
VD,16904716,503032,"Sedež MČ, Ulica bratov Vošnjakov 1, Celje",,0.09,2021/06/08,2021/06/08,503032,,V,520453,122881
VD,16904724,502003,"Sedež MČ Hudinja, Ul. F. žrtev 17/a, Celje",,0.14,2022/08/30,2022/08/30,502003,,V,521163,123325
VD,16904732,503021,"Dijaški dom, Ljubljanska cesta 21, Celje",,0.23,2014/04/10,2014/04/10,503021,,V,519990,121315
VD,16904767,503017,"Plava laguna, Ljubljanska  cesta 58, Celje",,2.56,2018/04/23,2018/04/23,503017,,V,518800,121935
VD,16904775,503015,"Don Boskov center, Don Boskov trg 1, Celje",,0.15,2014/04/10,2014/04/10,503015,,V,521520,123085
VD,16904783,502008,"Sedež MČ Lava, Iršičeva ul. 2/a, Celje",,0.13,2022/08/30,2022/08/30,502008,,V,519470,122525
VD,16904791,502023,"IV. OŠ,  Dečkova cesta 60, Celje",,0.4,2022/08/30,2022/08/30,502023,,V,519940,122645
VD,16913979,608001,"Center starejših, Savinjsko nabrežje 6",,3.78,2022/08/31,2022/08/31,608001,,V,518430,112975
VD,16913987,608002,"Kulturni center, Trg svobode 6",,5.85,2022/08/31,2022/08/31,608002,,V,518470,111865
VD,16913995,608003,"OŠ Debro, Poženelova ul. 26",,17.73,2022/08/31,2022/08/31,608003,,V,517780,113735
VD,16914045,608005,"Sindikalni dom, Huda Jama 1",,18.19,2022/08/31,2022/08/31,608005,,V,513850,115845
VD,16914053,608006,"Kulturni dom, Marija Gradec 29",,8.34,2022/08/31,2022/08/31,608006,,V,516230,111595
VD,16914061,608004,"ZASTOR d.o.o., Sp. Rečica 87",,2.97,2022/08/31,2022/08/31,608004,,V,515960,113765
VD,16914096,608007,"Turistična kmetija Pirc, Lahomšek 1",,2.22,2022/08/31,2022/08/31,608007,,V,518700,112275
VD,16914100,608008,"Na Slogah, Tevče 2",,9.87,2022/08/31,2022/08/31,608008,,V,523630,112745
VD,16914118,608009,"Gasilski dom, Vrh nad Laškim 9a",,18.41,2022/08/31,2022/08/31,608009,,V,521660,110785
VD,16914169,608010,"OŠ Šentrupert, Šentrupert 98",,7.29,2022/08/31,2022/08/31,608010,,V,527260,113215
VD,16914177,608011,"Strelski dom, Mala Breza 37c",,3.79,2022/08/31,2022/08/31,608011,,V,525490,113665
VD,16914185,608012,"Kulturni dom, Trobni dol 38a",,5.62,2022/08/31,2022/08/31,608012,,V,527350,110945
VD,16914215,608013,"OŠ A. Aškerc, Aškerčeva c. 1",,11.89,2022/08/31,2022/08/31,608013,,V,515220,109235
VD,16914223,608014,"Šola Lažiše, Laziše 27",,4.9,2022/08/31,2022/08/31,608014,,V,519650,108915
VD,16914231,608015,"Karel Veber, Brodnice 12",,8.94,2022/08/31,2022/08/31,608015,,V,520850,108505
VD,16914240,608016,"Matevž Deželak, Lože 1",,2.91,2022/08/31,2022/08/31,608016,,V,518470,108415
VD,16914258,608017,"OŠ Jurklošter, Jurklošter 23",,13.39,2022/08/31,2022/08/31,608017,,V,522880,107695
VD,16914266,608018,"Bife Racman, Mrzlo Polje 8a",,15.04,2022/08/31,2022/08/31,608018,,V,525980,109095
VD,16914282,608019,"Anton Vresk, Polana 21",,13.54,2022/08/31,2022/08/31,608019,,V,521830,105735
VD,16914304,608020,"OŠ Sedraž, Sedraž 21",,7.72,2022/08/31,2022/08/31,608020,,V,512030,112815
VD,16914312,608021,"OŠ Zidani Most, Zidani Most 34",,6.33,2022/08/31,2022/08/31,608021,,V,516530,107781
VD,16914339,608023,"Dom kulture, Gledališka pot 2",,2.41,2022/08/31,2022/08/31,608023,,V,513580,102815
VD,16914347,608024,"Knjižnica Radeče, Ul. OF 2",,0.47,2022/08/31,2022/08/31,608024,,V,514230,102895
VD,16914355,608025,"Prostor društva inv., Titova ul. 107",,5.92,2022/08/31,2022/08/31,608025,,V,513085,102735
VD,16914363,608026,"Vrtec Radeče, Kolenov graben 6",,2.46,2022/08/31,2022/08/31,608026,,V,514400,102665
VD,16914371,608027,"Ribič Rado, Obrežje 21",,1.62,2022/08/31,2022/08/31,608027,,V,514920,102765
VD,16914380,608028,"Gostilna Strnad, Hotemež 6",,6.23,2022/08/31,2022/08/31,608028,,V,512810,100535
VD,16914398,608029,"Plaznik Leopold,  Jelovo 7",,4.23,2022/08/31,2022/08/31,608029,,V,512700,104065
VD,16914410,608030,"Gasilski dom, Jagnjenica 14",,9.11,2022/08/31,2022/08/31,608030,,V,510350,102675
VD,16914428,608031,"PGD Svibno, Svibno 18a",,14.6,2022/08/31,2022/08/31,608031,,V,507480,101705
VD,16914436,608032,"KS Vrhovo, Vrhovo 43a",,4.99,2022/08/31,2022/08/31,608032,,V,515740,99035
VD,16915181,608022,"Gasilski dom, Zidani Most 12",,8.81,2022/08/31,2022/08/31,608022,,V,513140,105165
VD,16923222,38001,OŠ Antona Žnideršiča Ilirska Bistrica,,0.95,2022/09/02,2022/09/02,207001,,V,441528,47126
VD,16923621,38004,"Jurčičeva 1, Ilirska Bistrica",,46.65,2014/04/08,2014/04/08,207004,,V,440787,48724
VD,16923630,38005,"Predavalnica-vhod bivši Transport, Šercerjeva 17",,0.19,2022/02/18,2022/02/18,207005,,V,440608,48146
VD,16923648,38006,"Vaški dom Jasen, Jasen 15c",,2.26,2012/08/28,2012/08/30,207006,,V,442288,46676
VD,16923656,38007,Gasilski dom Vrbovo,,5.51,2014/04/08,2014/04/08,207007,,V,443576,46120
VD,16923664,38008,"Vaški dom, Vrbica 24",,1.93,2021/06/04,2021/06/04,207008,,V,444208,45286
VD,16923672,38009,Jablanica 32a,,6.85,2014/04/08,2014/04/08,207009,,V,445248,44656
VD,16923699,38010,"Gostilna Celin, Kuteževo",,13.24,2014/04/08,2014/04/08,207010,,V,447758,43586
VD,16923702,38011,"Bar Kočanija, Trpčane",,4.5,2014/04/08,2014/04/08,207011,,V,446928,43136
VD,16923729,38012,"Balinarska dvorana na mlaki, Zabiče",,65.77,2022/09/02,2022/09/02,207012,,V,448833,41970
VD,16923745,38013,"Gostilna ""Sabrina"" Sušak",,6.22,2014/04/08,2014/04/08,207013,,V,447428,38786
VD,16923753,38014,"Bivša gostilna, Novokračine 46",,9.04,2018/04/09,2018/04/09,207014,,V,445108,40816
VD,16923761,38015,Gasilski dom Jelšane,,6.34,2014/04/08,2014/04/08,207015,,V,443058,40316
VD,16923770,38016,Dolenje pri Jelšanah 6,,6.96,2017/07/19,2017/07/19,207016,,V,442708,40926
VD,16923788,38017,"Bivša šolska stavba, Veliko Brdo",,7.09,2014/04/08,2014/04/08,207017,,V,439118,41996
VD,16923796,38018,"Na balincu, M. Bukovica",,3.72,2022/09/02,2022/09/02,207018,,V,440848,44016
VD,16923800,38019,"Na balincu, Koseze",,2.17,2015/11/25,2015/11/25,207019,,V,440688,46556
VD,16923818,38020,Vaški dom V. Bukovica,,5.35,2022/09/02,2022/09/02,207020,,V,439448,45296
VD,16923826,38021,Grad Dol. Zemon - prostori KS,,5.35,2022/09/02,2022/09/02,207021,,V,442058,45696
VD,16923834,38022,Vaški dom Gor. Zemon,,5.24,2022/09/02,2022/09/02,207022,,V,443908,44086
VD,16923842,38023,Pavlica 6,,2.46,2018/04/09,2018/04/09,207023,,V,438278,43156
VD,16923869,38024,Starod 49 a,,11.56,2019/03/14,2019/03/14,207024,,V,437088,40206
VD,16923877,38025,OŠ Podgrad,,12.24,2022/09/02,2022/09/02,207025,,V,432878,42956
VD,16923885,38026,Vaški dom Podbeže,,5.59,2014/04/08,2014/04/08,207026,,V,433828,45536
