ENOTA,NA_MID,NA_ID,NA_UIME,NA_DJ,OB_MID,POV_KM2,D_OD,DV_OD,STATUS,CEN_E,CEN_N
NA,10120675,22,Podturn pri Dol. Toplicah,,21427721,4.7,1998/11/22,1998/11/27,V,503199,66865
NA,10120683,37,Polhovica,,11027458,2.21,1995/01/01,1995/01/01,V,521599,77975
NA,10120691,22,Poljane pri Mirni Peči,,21427853,1.75,1998/11/22,1998/11/27,V,506799,83665
NA,10120705,29,Poljane pri Žužemberku,,21427993,0.48,1998/11/22,1998/11/27,V,491479,79415
NA,10120713,6,Potok,,21433659,1.13,2006/04/06,2006/04/12,V,507759,71555
NA,10120721,156,Potov Vrh,,11027962,1.89,1995/01/01,1995/01/01,V,517829,74235
NA,10120730,30,Prapreče,,21427993,1.05,1998/11/22,1998/11/27,V,493929,77305
NA,10120748,7,Prapreče pri Straži,,21433659,1.54,2006/04/06,2006/04/12,V,508199,70505
NA,10120756,38,Prapreče pri Šentjerneju,,11027458,1.51,1995/01/01,1995/01/01,V,521969,79015
NA,10120764,159,Prečna,,11027962,2.12,1995/01/01,1995/01/01,V,509289,75055
NA,10120772,31,Prevole,,21427993,4.82,1998/11/22,1998/11/27,V,488939,70415
NA,10120799,161,Pristava,,11027962,5.71,1995/01/01,1995/01/01,V,514869,65915
NA,10120802,39,Pristava pri Šentjerneju,,11027458,1.76,1995/01/01,1995/01/01,V,522439,76335
NA,10120829,40,Pristavica,,11027458,1,1995/01/01,1995/01/01,V,521449,79885
NA,10120837,15,Radovlja,,21433683,1.26,2006/04/06,2006/04/12,V,518359,83895
NA,10120845,163,Rajnovšče,,11027962,0.91,1995/01/01,1995/01/01,V,513809,69235
NA,10120853,41,Rakovnik,,11027458,0.28,1995/01/01,1995/01/01,V,529099,76595
NA,10120861,164,Rakovnik pri Birčni vasi,,11027962,0.77,1995/01/01,1995/01/01,V,513709,68555
NA,10120870,165,Ratež,,11027962,1.89,1995/01/01,1995/01/01,V,518269,75425
NA,10120888,32,Ratje,,21427993,5.94,1998/11/22,1998/11/27,V,489549,71635
NA,10120896,42,Razdrto,,11027458,0.57,1995/01/01,1995/01/01,V,524879,79075
NA,10120900,33,Reber,,21427993,3.31,1998/11/22,1998/11/27,V,494509,79405
NA,10120918,43,Roje,,11027458,2.81,1995/01/01,1995/01/01,V,526630,80256
NA,10120926,25,Ruhna vas,,11027474,0.5,1995/01/01,1995/01/01,V,523149,81395
NA,10120934,8,Rumanja vas,,21433659,2.93,2006/04/06,2006/04/12,V,505099,70905
NA,10120942,34,Sadinja vas pri Dvoru,,21427993,2.76,1998/11/22,1998/11/27,V,497219,75745
NA,10120969,26,Segonje,,11027474,0.94,1995/01/01,1995/01/01,V,521819,87935
NA,10120977,16,Sela,,21433683,0.27,2006/04/06,2006/04/12,V,520469,81045
NA,10120985,35,Sela pri Ajdovcu,,21427993,2.05,1998/11/22,1998/11/27,V,501449,74675
NA,10120993,23,Sela pri Dol. Toplicah,,21427721,1.09,1998/11/22,1998/11/27,V,503489,67715
NA,10121019,36,Sela pri Hinjah,,21427993,2.78,1998/11/22,1998/11/27,V,491249,72965
NA,10121027,174,Sela pri Ratežu,,11027962,0.6,1995/01/01,1995/01/01,V,517699,75895
NA,10121035,44,Sela pri Šentjerneju,,11027458,0.54,1995/01/01,1995/01/01,V,527330,76486
NA,10121043,175,Sela pri Štravberku,,11027962,1.4,1995/01/01,1995/01/01,V,514779,80115
NA,10121051,176,Sela pri Zajčjem Vrhu,,11027962,0.87,1995/01/01,1995/01/01,V,519349,70545
NA,10121060,17,Sela pri Zburah,,21433683,0.8,2006/04/06,2006/04/12,V,517509,84305
NA,10121078,24,Selišče,,21427721,1.19,1998/11/22,1998/11/27,V,505809,66265
NA,10121086,23,Selo pri Zagorici,,21427853,0.31,1998/11/22,1998/11/27,V,510169,80605
NA,10121094,180,Sevno,,11027962,0.89,1995/01/01,1995/01/01,V,514559,77245
NA,10121108,181,Smolenja vas,,11027962,2.01,1995/01/01,1995/01/01,V,515519,74325
NA,10121116,25,Soteska,,21427721,2.39,1998/11/22,1998/11/27,V,501769,71265
NA,10121124,183,Srebrniče,,11027962,1.46,1995/01/01,1995/01/01,V,509729,72555
NA,10121132,184,Srednje Grčevje,,11027962,1.26,1995/01/01,1995/01/01,V,515009,79605
NA,10121159,24,Srednji Globodol,,21427853,0.41,1998/11/22,1998/11/27,V,503589,78325
NA,10121167,37,Srednji Lipovec,,21427993,1.24,1998/11/22,1998/11/27,V,499829,75485
NA,10121175,27,Stara Bučka,,11027474,2.95,1995/01/01,1995/01/01,V,523769,86875
NA,10121183,26,Stare Žage,,21427721,2.27,1998/11/22,1998/11/27,V,506128,62525
NA,10121191,38,Stavča vas,,21427993,2.39,1998/11/22,1998/11/27,V,496499,75155
NA,10121205,189,Stopiče,,11027962,1.13,1995/01/01,1995/01/01,V,515939,70005
NA,10121213,28,Stopno,,11027474,0.76,1995/01/01,1995/01/01,V,523559,87555
NA,10121221,29,Stranje pri Škocjanu,,11027474,0.52,1995/01/01,1995/01/01,V,523669,81755
NA,10121230,190,Stranska vas,,11027962,4.5,1995/01/01,1995/01/01,V,512859,68805
NA,10121248,18,Strelac,,21433683,1.21,2006/04/06,2006/04/12,V,519709,82115
NA,10121256,193,Suhor,,11027962,0.66,1995/01/01,1995/01/01,V,508059,75555
NA,10121264,27,Suhor pri Dol. Toplicah,,21427721,1.42,1998/11/22,1998/11/27,V,502679,68215
NA,10121272,45,Šentjakob,,11027458,2.12,1995/01/01,1995/01/01,V,528899,80675
NA,10121299,46,Šentjernej,,11027458,2.53,1995/01/01,1995/01/01,V,526119,77725
NA,10121302,195,Šentjošt,,11027962,2.3,1995/01/01,1995/01/01,V,516259,71265
NA,10121329,25,Šentjurij na Dolenjskem,,21427853,0.93,1998/11/22,1998/11/27,V,508389,81905
NA,10121337,30,Škocjan,,11027474,2.02,1995/01/01,1995/01/01,V,522609,85265
NA,10121345,197,Škrjanče pri Novem mestu,,11027962,1.24,1995/01/01,1995/01/01,V,511569,71325
NA,10121353,47,Šmalčja vas,,11027458,0.82,1995/01/01,1995/01/01,V,525609,78725
NA,10121361,48,Šmarje,,11027458,0.77,1995/01/01,1995/01/01,V,526599,76435
NA,10121370,19,Šmarješke Toplice,,21433683,3.26,2006/04/06,2006/04/12,V,517199,80285
NA,10121388,20,Šmarjeta,,21433683,1.58,2006/04/06,2006/04/12,V,519469,83035
NA,10121396,39,Šmihel pri Žužemberku,,21427993,1.8,1998/11/22,1998/11/27,V,490799,78825
NA,10121400,201,Štravberk,,11027962,1.41,1995/01/01,1995/01/01,V,515079,81255
NA,10121418,49,Tolsti Vrh,,11027458,2.32,1995/01/01,1995/01/01,V,522497,74772
NA,10121426,32,Tomažja vas,,11027474,0.99,1995/01/01,1995/01/01,V,523059,82205
NA,10121434,202,Travni Dol,,11027962,2.86,1995/01/01,1995/01/01,V,509068,62265
NA,10121442,40,Trebča vas,,21427993,2.73,1998/11/22,1998/11/27,V,496709,75975
NA,10121469,204,Trška Gora,,11027962,1.33,1995/01/01,1995/01/01,V,514029,78167
NA,10121477,205,Uršna sela,,11027962,11.99,1995/01/01,1995/01/01,V,509709,64165
NA,10121485,10,Vavta vas,,21433659,2.56,2006/04/06,2006/04/12,V,506259,70885
NA,10121493,207,Velike Brusnice,,11027962,3.93,1995/01/01,1995/01/01,V,520309,74465
NA,10121507,33,Velike Poljane,,11027474,1.32,1995/01/01,1995/01/01,V,519189,87015
NA,10121515,50,Veliki Ban,,11027458,3.3,1995/01/01,1995/01/01,V,528859,75705
NA,10121523,208,Veliki Cerovec,,11027962,1.73,1995/01/01,1995/01/01,V,518039,67115
NA,10121531,26,Veliki Kal,,21427853,2.03,1998/11/22,1998/11/27,V,508659,79925
NA,10121540,41,Veliki Lipovec,,21427993,5.44,1998/11/22,1998/11/27,V,502019,74145
NA,10121558,211,Veliki Orehek,,11027962,1.01,1995/01/01,1995/01/01,V,517599,70575
NA,10121566,212,Veliki Podljuben,,11027962,4.45,1995/01/01,1995/01/01,V,509479,67645
NA,10121574,28,Veliki Rigelj,,21427721,0.8,1998/11/22,1998/11/27,V,505048,65035
NA,10121582,214,Veliki Slatnik,,11027962,2.4,1995/01/01,1995/01/01,V,517679,72795
NA,10121604,42,Veliko Lipje,,21427993,2.15,1998/11/22,1998/11/27,V,493799,73255
NA,10121612,216,Verdun,,11027962,0.91,1995/01/01,1995/01/01,V,516529,70705
NA,10121639,29,Verdun pri Uršnih selih,,21427721,3.81,1998/11/22,1998/11/27,V,507589,64375
NA,10121647,21,Vinica pri Šmarjeti,,21433683,1.75,2006/04/06,2006/04/12,V,520499,84055
NA,10121655,219,Vinja vas,,11027962,4.79,1995/01/01,1995/01/01,V,516479,66525
NA,10121663,22,Vinji Vrh,,21433683,2.21,2006/04/06,2006/04/12,V,522376,81980
NA,10121671,43,Vinkov Vrh,,21427993,1.5,1998/11/22,1998/11/27,V,498129,74045
NA,10121680,44,Visejec,,21427993,4.29,1998/11/22,1998/11/27,V,489959,74595
NA,10121698,51,Volčkova vas,,11027458,0.76,1995/01/01,1995/01/01,V,527839,77065
NA,10121701,52,Vratno,,11027458,4.17,1995/01/01,1995/01/01,V,526829,74515
NA,10121710,53,Vrbovce,,11027458,0.7,1995/01/01,1995/01/01,V,527759,76325
NA,10121728,45,Vrh pri Hinjah,,21427993,2.39,1998/11/22,1998/11/27,V,491599,73535
NA,10121736,46,Vrh pri Križu,,21427993,1.5,1998/11/22,1998/11/27,V,491899,79905
NA,10121744,225,Vrh pri Ljubnu,,11027962,2.21,1995/01/01,1995/01/01,V,509109,70685
NA,10121752,226,Vrh pri Pahi,,11027962,1.11,1995/01/01,1995/01/01,V,516389,79675
NA,10121779,54,Vrh pri Šentjerneju,,11027458,0.52,1995/01/01,1995/01/01,V,525359,77565
NA,10121787,227,Vrhe,,11027962,1.14,1995/01/01,1995/01/01,V,519169,68215
NA,10121795,27,Vrhovo pri Mirni Peči,,21427853,1.11,1998/11/22,1998/11/27,V,507099,77205
NA,10121809,47,Vrhovo pri Žužemberku,,21427993,1.05,1998/11/22,1998/11/27,V,492349,79095
NA,10121817,28,Vrhpeč,,21427853,1,1998/11/22,1998/11/27,V,504779,81905
NA,10121825,48,Zafara,,21427993,3.01,1998/11/22,1998/11/27,V,495489,77095
NA,10121833,35,Zagrad,,11027474,2.02,1995/01/01,1995/01/01,V,519859,87755
NA,10121841,232,Zagrad pri Otočcu,,11027962,1.09,1995/01/01,1995/01/01,V,515989,78755
NA,10121850,233,Zajčji Vrh pri Stopičah,,11027962,0.89,1995/01/01,1995/01/01,V,518789,70265
NA,10121868,49,Zalisec,,21427993,2.62,1998/11/22,1998/11/27,V,495130,79876
NA,10121876,11,Zalog,,21433659,1.55,2006/04/06,2006/04/12,V,509139,72705
NA,10121884,36,Zalog pri Škocjanu,,11027474,1.36,1995/01/01,1995/01/01,V,520229,85465
NA,10121892,55,Zameško,,11027458,2.52,1995/01/01,1995/01/01,V,528199,82285
NA,10121906,56,Zapuže,,11027458,0.33,1995/01/01,1995/01/01,V,522969,75615
NA,10121914,37,Zavinek,,11027474,0.86,1995/01/01,1995/01/01,V,523269,84875
NA,10121922,23,Zbure,,21433683,2.61,2006/04/06,2006/04/12,V,519249,85375
NA,10121949,38,Zloganje,,11027474,1.3,1995/01/01,1995/01/01,V,522239,86655
NA,10121957,24,Žaloviče,,21433683,2.64,2006/04/06,2006/04/12,V,516599,81865
NA,10121965,238,Ždinja vas,,11027962,1.69,1995/01/01,1995/01/01,V,513159,78545
NA,10121973,57,Žerjavin,,11027458,1.47,1995/01/01,1995/01/01,V,520929,76575
NA,10121981,239,Žihovo selo,,11027962,0.61,1995/01/01,1995/01/01,V,516199,76455
NA,10121990,50,Žužemberk,,21427993,7.76,1998/11/22,1998/11/27,V,494839,76875
NA,10122007,58,Žvabovo,,11027458,0.53,1995/01/01,1995/01/01,V,526059,76535
NA,10122015,51,Žvirče,,21427993,12.79,1998/11/22,1998/11/27,V,486329,71465
NA,10122023,142,Petelinjek,,11027962,1.18,1995/01/01,1995/01/01,V,517159,74955
NA,10122031,9,Straža,,21433659,7.26,2006/04/06,2006/04/12,V,505789,71835
NA,10122040,103,Križe,,11027962,1.45,1995/01/01,1995/01/01,V,518549,73285
NA,10122058,1,Bratonečice,,21433675,1.91,2006/04/06,2006/04/12,V,580771,146763
NA,10122066,2,Bresnica,,11027172,4.47,1995/01/01,1995/01/01,V,579761,145323
NA,10122074,3,Cerovec Stanka Vraza,,11027172,1.42,1995/01/01,1995/01/01,V,589571,149823
NA,10122082,4,Cvetkovci,,11027172,5.62,1995/01/01,1995/01/01,V,581781,141933
NA,10122104,5,Dobrava,,11027172,2.56,1995/01/01,1995/01/01,V,588083,143556
NA,10122112,6,Dobrovščak,,11027172,0.69,1995/01/01,1995/01/01,V,587051,145993
NA,10122139,7,Drakšl,,11027172,0.5,1995/01/01,1995/01/01,V,585021,143653
NA,10122147,8,Frankovci,,11027172,4.73,1995/01/01,1995/01/01,V,592051,140493
NA,10122155,1,Godeninci,,21433632,2.26,2006/04/06,2006/04/12,V,597191,143423
NA,10122163,10,Gomila pri Kogu,,11027172,2.06,1995/01/01,1995/01/01,V,595851,149463
NA,10122171,2,Gornji Ključarovci,,21433675,2.96,2006/04/06,2006/04/12,V,584361,148163
NA,10122180,2,Grabe,,21433632,5.23,2006/04/06,2006/04/12,V,596551,140583
NA,10122198,3,Gradišče,,21433675,0.2,2007/09/11,2007/09/11,V,582701,148763
NA,10122201,14,Hajndl,,11027172,0.75,1995/01/01,1995/01/01,V,586491,142693
NA,10122210,15,Hardek,,11027172,1.17,1995/01/01,1995/01/01,V,589241,142713
NA,10122228,16,Hermanci,,11027172,2.63,1995/01/01,1995/01/01,V,593711,149443
NA,10122236,4,Hranjigovci,,21433675,2.36,2006/04/06,2006/04/12,V,584191,148793
NA,10122244,18,Hujbar,,11027172,0.39,1995/01/01,1995/01/01,V,587841,150566
NA,10122252,19,Hum pri Ormožu,,11027172,3.87,1995/01/01,1995/01/01,V,591833,142301
NA,10122279,20,Ivanjkovci,,11027172,2.23,1995/01/01,1995/01/01,V,588331,147733
NA,10122287,21,Jastrebci,,11027172,1.84,1995/01/01,1995/01/01,V,596361,146083
NA,10122295,22,Kajžar,,11027172,0.86,1995/01/01,1995/01/01,V,594011,147303
NA,10122309,23,Kog,,11027172,2.75,1995/01/01,1995/01/01,V,596351,147903
NA,10122317,5,Koračice,,21433675,4.71,2006/04/06,2006/04/12,V,582891,150963
NA,10122325,25,Krčevina,,11027172,2.77,1995/01/01,1995/01/01,V,592861,144003
NA,10122333,26,Lačaves,,11027172,1.5,1995/01/01,1995/01/01,V,596041,146663
NA,10122341,27,Lahonci,,11027172,4.04,1995/01/01,1995/01/01,V,585411,149813
NA,10122350,28,Lešnica,,11027172,4.8,1995/01/01,1995/01/01,V,587011,144803
NA,10122368,29,Lešniški Vrh,,11027172,0.51,1995/01/01,1995/01/01,V,587991,144813
NA,10122376,30,Libanja,,11027172,2.06,1995/01/01,1995/01/01,V,590561,145273
NA,10122384,31,Litmerk,,11027172,3.37,1995/01/01,1995/01/01,V,588661,145043
NA,10122392,32,Loperšice,,11027172,2.81,1995/01/01,1995/01/01,V,592461,141253
NA,10122406,33,Lunovec,,11027172,0.33,1995/01/01,1995/01/01,V,584741,145273
NA,10122414,6,Mala vas pri Ormožu,,21433675,1.38,2006/04/06,2006/04/12,V,582851,148623
NA,10122422,35,Mali Brebrovnik,,11027172,2.39,1995/01/01,1995/01/01,V,590871,147363
NA,10122449,7,Mezgovci,,21433675,0.72,2006/04/06,2006/04/12,V,579021,152033
NA,10122457,37,Mihalovci,,11027172,2.33,1995/01/01,1995/01/01,V,589401,146453
NA,10122465,38,Mihovci pri Vel. Nedelji,,11027172,4.98,1995/01/01,1995/01/01,V,585484,141461
NA,10122473,39,Miklavž pri Ormožu,,11027172,4.32,1995/01/01,1995/01/01,V,593301,147313
NA,10122481,3,Obrež,,21433632,8.01,2006/04/06,2006/04/12,V,595451,140543
NA,10122490,41,Ormož,,11027172,3.88,1995/01/01,1995/01/01,V,588231,141623
NA,10122503,42,Osluševci,,11027172,2.31,1995/01/01,1995/01/01,V,580541,141613
NA,10122511,43,Pavlovci,,11027172,2.79,1995/01/01,1995/01/01,V,590211,142853
NA,10122520,44,Pavlovski Vrh,,11027172,1.55,1995/01/01,1995/01/01,V,590471,145693
NA,10122538,45,Podgorci,,11027172,2.96,1995/01/01,1995/01/01,V,580911,143273
NA,10122546,46,Preclava,,11027172,0.24,1995/01/01,1995/01/01,V,579711,144063
NA,10122554,8,Pršetinci,,21433675,2.23,2006/04/06,2006/04/12,V,585111,150483
NA,10122562,48,Pušenci,,11027172,3.11,1995/01/01,1995/01/01,V,590631,141093
NA,10122589,9,Rakovci,,21433675,1.71,2006/04/06,2006/04/12,V,581321,151143
NA,10122597,50,Ritmerk,,11027172,0.75,1995/01/01,1995/01/01,V,580001,146113
NA,10122619,10,Rucmanci,,21433675,4.73,2006/04/06,2006/04/12,V,578311,150583
NA,10122627,52,Runeč,,11027172,1.23,1995/01/01,1995/01/01,V,586881,147253
NA,10122635,11,Savci,,21433675,5.87,2006/04/06,2006/04/12,V,580251,148933
NA,10122643,12,Sejanci,,21433675,2.86,2006/04/06,2006/04/12,V,582201,147103
NA,10122651,13,Senčak,,21433675,0.62,2006/04/06,2006/04/12,V,577841,152393
NA,10122660,56,Senešci,,11027172,2.17,1995/01/01,1995/01/01,V,583711,143483
NA,10122678,14,Senik,,21433675,1.5,2006/04/06,2006/04/12,V,583431,146743
NA,10122686,58,Sodinci,,11027172,2.85,1995/01/01,1995/01/01,V,582951,143833
NA,10122694,59,Spodnji Ključarovci,,11027172,3.27,1995/01/01,1995/01/01,V,584751,146413
NA,10122708,4,Središče ob Dravi,,21433632,11.46,2006/04/06,2006/04/12,V,597831,140063
NA,10122716,61,Stanovno,,11027172,2.07,1995/01/01,1995/01/01,V,587631,147353
NA,10122724,62,Strezetina,,11027172,0.89,1995/01/01,1995/01/01,V,587881,146493
NA,10122732,63,Strjanci,,11027172,1.62,1995/01/01,1995/01/01,V,580911,145153
NA,10122759,64,Strmec pri Ormožu,,11027172,0.76,1995/01/01,1995/01/01,V,586671,144103
NA,10122767,5,Šalovci,,21433632,5.82,2006/04/06,2006/04/12,V,594081,143213
NA,10122775,67,Šardinje,,11027172,1.68,1995/01/01,1995/01/01,V,585132,144624
NA,10122783,15,Sveti Tomaž,,21433675,0.56,2006/04/06,2006/04/12,V,582901,149863
NA,10122791,68,Trgovišče,,11027172,5.95,1995/01/01,1995/01/01,V,584101,142133
NA,10122805,16,Trnovci,,21433675,2.32,2006/04/06,2006/04/12,V,580011,151763
NA,10122813,70,Veličane,,11027172,2.17,1995/01/01,1995/01/01,V,589811,148893
NA,10122821,71,Velika Nedelja,,11027172,1.57,1995/01/01,1995/01/01,V,585776,143287
NA,10122830,72,Veliki Brebrovnik,,11027172,3.03,1995/01/01,1995/01/01,V,591871,145923
NA,10122848,73,Vičanci,,11027172,3.7,1995/01/01,1995/01/01,V,583778,145710
NA,10122856,74,Vinski Vrh,,11027172,2.51,1995/01/01,1995/01/01,V,592411,147283
NA,10122864,75,Vitan,,11027172,2.42,1995/01/01,1995/01/01,V,595501,145173
NA,10122872,76,Vodranci,,11027172,3.64,1995/01/01,1995/01/01,V,596231,144873
NA,10122899,77,Vuzmetinci,,11027172,2.14,1995/01/01,1995/01/01,V,594411,147923
NA,10122902,17,Zagorje,,21433675,1.28,2006/04/06,2006/04/12,V,581901,148953
NA,10122929,79,Zasavci,,11027172,0.86,1995/01/01,1995/01/01,V,594391,146653
NA,10122937,80,Žerovinci,,11027172,3.31,1995/01/01,1995/01/01,V,588831,150973
NA,10122945,81,Žvab,,11027172,0.78,1995/01/01,1995/01/01,V,586431,148103
NA,10122953,1,Dragonja,Dragogna,11027997,4.09,1995/01/01,1995/01/01,V,395017,36397
NA,10122961,2,Lucija,Lucia,11027997,4.43,1995/01/01,1995/01/01,V,390727,41707
NA,10122970,3,Nova vas nad Dragonjo,,11027997,3.69,1995/01/01,1995/01/01,V,397867,38407
NA,10122988,4,Padna,,11027997,2.94,1995/01/01,1995/01/01,V,397157,39907
NA,10122996,5,Parecag,Parezzago,11027997,9.45,1995/01/01,1995/01/01,V,393627,38887
NA,10123003,6,Piran,Pirano,11027997,0.7,1995/01/01,1995/01/01,V,388317,44187
NA,10123011,7,Portorož,Portorose,11027997,2.97,1995/01/01,1995/01/01,V,389057,42837
NA,10123020,11,Sv. Peter,,11027997,3.96,1995/01/01,1995/01/01,V,397127,37137
NA,10123038,8,Seča,Sezza,11027997,3.09,1995/01/01,1995/01/01,V,391277,40737
NA,10123046,9,Sečovlje,Sicciole,11027997,4.66,1995/01/01,1995/01/01,V,391861,38216
NA,10123054,10,Strunjan,Strugnano,11027997,3.52,1995/01/01,1995/01/01,V,391187,44737
NA,10123062,1,Belsko,,11027229,2.44,1995/01/01,1995/01/01,V,434408,75897
NA,10123089,2,Brezje pod Nanosom,,11027229,0.66,1995/01/01,1995/01/01,V,429318,70806
NA,10123097,1,Buje,,11028004,5.19,1995/01/01,1995/01/01,V,428888,57696
NA,10123119,3,Bukovje,,11027229,6.75,1995/01/01,1995/01/01,V,433148,76047
NA,10123127,2,Čepno,,11028004,2.25,1995/01/01,1995/01/01,V,429608,59386
NA,10123135,24,Šmihel,,11028004,2.02,1995/01/01,1995/01/01,V,436078,57276
NA,10123143,3,Dolnja Košana,,11028004,1.55,1995/01/01,1995/01/01,V,431715,58747
NA,10123151,4,Drskovče,,11028004,2.39,1995/01/01,1995/01/01,V,439358,57606
NA,10123160,5,Gorenje,,11027229,21.04,1995/01/01,1995/01/01,V,433228,76837
NA,10123178,6,Goriče,,11027229,1.3,1995/01/01,1995/01/01,V,432428,70766
NA,10123186,5,Gornja Košana,,11028004,8.77,1995/01/01,1995/01/01,V,430968,58746
NA,10123194,6,Gradec,,11028004,0.59,1995/01/01,1995/01/01,V,436488,61906
NA,10123208,7,Grobišče,,11027229,2.78,1995/01/01,1995/01/01,V,436078,68276
NA,10123216,8,Hrašče,,11027229,4.22,1995/01/01,1995/01/01,V,434137,71225
NA,10123224,9,Hrenovice,,11027229,2.42,1995/01/01,1995/01/01,V,433558,71356
NA,10123232,10,Hruševje,,11027229,3.35,1995/01/01,1995/01/01,V,431278,69556
NA,10123259,7,Juršče,,11028004,36.8,2007/06/26,2007/09/04,V,445078,58676
NA,10123267,8,Kal,,11028004,7.35,1995/01/01,1995/01/01,V,434928,59156
NA,10123275,9,Klenik,,11028004,3.43,1995/01/01,1995/01/01,V,439228,60166
NA,10123283,11,Koče,,11027229,4.08,1995/01/01,1995/01/01,V,436238,64896
NA,10123291,12,Landol,,11027229,4.28,1995/01/01,1995/01/01,V,432568,72916
NA,10123305,13,Liplje,,11027229,1.5,1995/01/01,1995/01/01,V,441818,78636
NA,10123313,15,Mala Brda,,11027229,1.36,1995/01/01,1995/01/01,V,429648,70586
NA,10123321,10,Mala Pristava,,11028004,3.08,1995/01/01,1995/01/01,V,434568,56716
NA,10123330,16,Mali Otok,,11027229,2.34,1995/01/01,1995/01/01,V,436088,71286
NA,10123348,17,Malo Ubeljsko,,11027229,2.47,1995/01/01,1995/01/01,V,428608,70686
NA,10123356,18,Matenja vas,,11027229,2.05,1995/01/01,1995/01/01,V,437276,67165
NA,10123364,11,Nadanje selo,,11028004,1.37,1995/01/01,1995/01/01,V,435838,56556
NA,10123372,12,Narin,,11028004,6.56,1995/01/01,1995/01/01,V,437188,56296
NA,10123399,13,Neverke,,11028004,3.36,1995/01/01,1995/01/01,V,432778,58816
NA,10123402,14,Nova Sušica,,11028004,2.79,1995/01/01,1995/01/01,V,433458,57446
NA,10123429,19,Orehek,,11027229,9.09,1995/01/01,1995/01/01,V,434168,68036
NA,10123437,15,Palčje,,11028004,30.56,1995/01/01,1995/01/01,V,442138,59826
NA,10123445,16,Parje,,11028004,3.78,1995/01/01,1995/01/01,V,439038,58396
NA,10123453,17,Petelinje,,11028004,2.38,1995/01/01,1995/01/01,V,437388,61416
NA,10123461,18,Pivka,,11028004,6.59,1995/01/01,1995/01/01,V,437398,60376
NA,10123470,20,Planina,,11027229,36.65,1995/01/01,1995/01/01,V,441938,76996
NA,10123488,21,Postojna,,11027229,33.29,1995/01/01,1995/01/01,V,438848,70966
NA,10123496,22,Predjama,,11027229,13.14,1995/01/01,1995/01/01,V,432258,75337
NA,10123500,23,Prestranek,,11027229,3.88,1995/01/01,1995/01/01,V,436408,66046
NA,10123518,24,Rakitnik,,11027229,1.93,1995/01/01,1995/01/01,V,437378,67806
NA,10123526,25,Rakulik,,11027229,4.7,1995/01/01,1995/01/01,V,432288,67156
NA,10123534,26,Razdrto,,11027229,5.4,1995/01/01,1995/01/01,V,426858,68966
NA,10123542,27,Sajevče,,11027229,9.06,1995/01/01,1995/01/01,V,430988,67586
NA,10123569,20,Selce,,11028004,10.32,1995/01/01,1995/01/01,V,436818,62786
NA,10123577,28,Slavina,,11027229,6.87,1995/01/01,1995/01/01,V,435968,63896
NA,10123585,29,Slavinje,,11027229,2.13,1995/01/01,1995/01/01,V,430478,69266
NA,10123593,21,Slovenska vas,,11028004,4.4,1995/01/01,1995/01/01,V,438678,62736
NA,10123607,22,Stara Sušica,,11028004,4.18,1995/01/01,1995/01/01,V,432358,57576
NA,10123615,30,Stara vas,,11027229,1.21,1995/01/01,1995/01/01,V,438778,69436
NA,10123623,31,Strane,,11027229,6.16,1995/01/01,1995/01/01,V,429118,72286
NA,10123631,32,Strmca,,11027229,2.8,1995/01/01,1995/01/01,V,437888,77156
NA,10123640,33,Studenec,,11027229,2.44,1995/01/01,1995/01/01,V,433678,69906
NA,10123658,34,Studeno,,11027229,6.54,1995/01/01,1995/01/01,V,436208,76377
NA,10123666,23,Suhorje,,11028004,5.65,1995/01/01,1995/01/01,V,430228,55736
NA,10123674,35,Šmihel pod Nanosom,,11027229,10.96,1995/01/01,1995/01/01,V,431548,73506
NA,10123682,25,Šilentabor,,11028004,0.95,2000/09/07,2000/09/07,V,438298,56866
NA,10123704,26,Trnje,,11028004,39.52,1995/01/01,1995/01/01,V,439628,61016
NA,10123712,36,Velika Brda,,11027229,2.44,1995/01/01,1995/01/01,V,430748,70596
NA,10123739,27,Velika Pristava,,11028004,3.3,1995/01/01,1995/01/01,V,436398,57856
NA,10123747,37,Veliki Otok,,11027229,17.32,1995/01/01,1995/01/01,V,437428,71766
NA,10123755,38,Veliko Ubeljsko,,11027229,6.01,1995/01/01,1995/01/01,V,427938,70666
NA,10123763,28,Volče,,11028004,13.56,1995/01/01,1995/01/01,V,429768,61566
NA,10123771,39,Zagon,,11027229,3.28,1995/01/01,1995/01/01,V,435908,73026
NA,10123780,29,Zagorje,,11028004,7.59,1995/01/01,1995/01/01,V,439418,55986
NA,10123801,40,Žeje,,11027229,19.67,1995/01/01,1995/01/01,V,437498,65626
NA,10123810,1,Apače,,11027741,5.6,1995/01/01,1995/01/01,V,561094,137718
NA,10123828,1,Barislovci,,11028063,0.48,1995/01/01,1995/01/01,V,563981,137024
NA,10123836,2,Belavšek,,11028063,1.63,1995/01/01,1995/01/01,V,572871,132764
NA,10123844,1,Belski Vrh,,11028101,1.38,1995/01/01,1995/01/01,V,578681,136394
NA,10123852,3,Berinjak,,11028063,0.41,1995/01/01,1995/01/01,V,571961,131434
NA,10123879,1,Biš,,21427942,6.9,1998/11/22,1998/11/27,V,568340,155902
NA,10123887,2,Bišečki Vrh,,21427942,2.35,1998/11/22,1998/11/27,V,567081,153234
NA,10123895,1,Bodkovci,,11026931,2.72,1995/01/01,1995/01/01,V,576895,150833
