ENOTA,NA_MID,NA_ID,NA_UIME,NA_DJ,OB_MID,POV_KM2,D_OD,DV_OD,STATUS,CEN_E,CEN_N
NA,10085012,34,Dvorce,,11026605,0.61,1995/01/01,1995/01/01,V,547449,83094
NA,10085039,35,Gabrje pri Dobovi,,11026605,0.92,1995/01/01,1995/01/01,V,550509,84984
NA,10085047,36,Gaj,,11026605,0.55,1995/01/01,1995/01/01,V,551239,80364
NA,10085055,37,Gazice,,11026605,2.42,1995/01/01,1995/01/01,V,539149,81415
NA,10085063,38,Globočice,,11026605,2.59,1995/01/01,1995/01/01,V,544559,80485
NA,10085071,39,Globoko,,11026605,4.29,1995/01/01,1995/01/01,V,549149,90754
NA,10085080,40,Glogov Brod,,11026605,1.05,1995/01/01,1995/01/01,V,546079,89664
NA,10085098,41,Gorenja Pirošica,,11026605,1.79,1995/01/01,1995/01/01,V,541519,81485
NA,10085101,42,Gorenje Skopice,,11026605,5.01,1995/01/01,1995/01/01,V,542459,85275
NA,10085110,43,Gornji Lenart,,11026605,7.21,1995/01/01,1995/01/01,V,544419,87955
NA,10085128,44,Gregovce,,11026605,0.42,1995/01/01,1995/01/01,V,554380,94834
NA,10085136,45,Hrastje pri Cerkljah,,11026605,1.96,1995/01/01,1995/01/01,V,538559,84055
NA,10085144,46,Izvir,,11026605,1.83,1995/01/01,1995/01/01,V,542852,80106
NA,10085152,47,Jereslavec,,11026605,3.79,1995/01/01,1995/01/01,V,553849,88194
NA,10085179,48,Jesenice,,11026605,1.28,1995/01/01,1995/01/01,V,553630,80135
NA,10085187,49,Kamence,,11026605,0.62,1995/01/01,1995/01/01,V,543289,78935
NA,10085195,50,Kapele,,11026605,2.03,1995/01/01,1995/01/01,V,552629,88164
NA,10085209,51,Koritno,,11026605,3.97,1995/01/01,1995/01/01,V,549289,79554
NA,10085217,52,Kraška vas,,11026605,0.96,1995/01/01,1995/01/01,V,543359,80615
NA,10085225,53,Križe,,11026605,4.43,1995/01/01,1995/01/01,V,543450,97335
NA,10085233,54,Krška vas,,11026605,3.61,1995/01/01,1995/01/01,V,544319,83755
NA,10085241,55,Laze,,11026605,0.65,1995/01/01,1995/01/01,V,549199,79174
NA,10085250,56,Loče,,11026605,3.59,1995/01/01,1995/01/01,V,551559,82944
NA,10085268,57,Mala Dolina,,11026605,0.31,1995/01/01,1995/01/01,V,551279,79934
NA,10085276,58,Mali Cirnik,,11026605,1.22,1995/01/01,1995/01/01,V,545609,79855
NA,10085284,59,Mali Obrež,,11026605,1.08,1995/01/01,1995/01/01,V,551089,85624
NA,10085292,60,Mali Vrh,,11026605,2.91,1995/01/01,1995/01/01,V,548279,91694
NA,10085306,61,Mihalovec,,11026605,2.57,1995/01/01,1995/01/01,V,550659,83694
NA,10085314,62,Mostec,,11026605,2.54,1995/01/01,1995/01/01,V,548779,84534
NA,10085322,63,Mrzlava vas,,11026605,2.13,1995/01/01,1995/01/01,V,544919,82305
NA,10085349,64,Nova vas ob Sotli,,11026605,1.31,1995/01/01,1995/01/01,V,554380,96314
NA,10085357,65,Nova vas pri Mokricah,,11026605,0.4,1995/01/01,1995/01/01,V,552849,78834
NA,10085365,66,Obrežje,,11026605,1.64,1995/01/01,1995/01/01,V,554379,79074
NA,10085373,67,Oklukova Gora,,11026605,1.24,1995/01/01,1995/01/01,V,544040,92805
NA,10085381,68,Orešje na Bizeljskem,,11026605,2.85,1995/01/01,1995/01/01,V,554770,101264
NA,10085390,69,Pavlova vas,,11026605,6.6,1995/01/01,1995/01/01,V,548390,96384
NA,10085403,70,Pečice,,11026605,3.09,1995/01/01,1995/01/01,V,544820,97174
NA,10085411,71,Perišče,,11026605,0.35,1995/01/01,1995/01/01,V,551559,78714
NA,10085420,72,Piršenbreg,,11026605,3.81,1995/01/01,1995/01/01,V,550659,91954
NA,10085438,73,Pišece,,11026605,4.24,1995/01/01,1995/01/01,V,550180,96134
NA,10085446,74,Podgorje pri Pišecah,,11026605,6.4,1995/01/01,1995/01/01,V,551340,95264
NA,10085454,75,Podgračeno,,11026605,0.47,1995/01/01,1995/01/01,V,550429,81844
NA,10085462,76,Podvinje,,11026605,1.66,1995/01/01,1995/01/01,V,551949,87484
NA,10085489,77,Ponikve,,11026605,5.23,1995/01/01,1995/01/01,V,549709,78574
NA,10085497,78,Poštena vas,,11026605,0.58,1995/01/01,1995/01/01,V,541229,80635
NA,10085519,79,Prilipe,,11026605,1.67,1995/01/01,1995/01/01,V,548409,82144
NA,10085527,80,Račja vas,,11026605,1.22,1995/01/01,1995/01/01,V,542009,82825
NA,10085535,81,Rajec,,11026605,1.26,1995/01/01,1995/01/01,V,552479,79004
NA,10085543,82,Rakovec,,11026605,1.01,1995/01/01,1995/01/01,V,554509,87224
NA,10085551,83,Ribnica,,11026605,2.01,1995/01/01,1995/01/01,V,551749,80614
NA,10085560,84,Rigonce,,11026605,1.56,1995/01/01,1995/01/01,V,552959,83334
NA,10085578,85,Sela pri Dobovi,,11026605,7.32,1995/01/01,1995/01/01,V,548975,85771
NA,10085586,86,Silovec,,11026605,1.3,1995/01/01,1995/01/01,V,546490,95264
NA,10085594,87,Slogonsko,,11026605,2.73,1995/01/01,1995/01/01,V,554169,89894
NA,10085608,89,Sobenja vas,,11026605,1.4,1995/01/01,1995/01/01,V,545549,80865
NA,10085616,90,Spodnja Pohanca,,11026605,0.57,1995/01/01,1995/01/01,V,543819,89995
NA,10085624,91,Sromlje,,11026605,2.5,1995/01/01,1995/01/01,V,546150,94564
NA,10085632,92,Stankovo,,11026605,0.6,1995/01/01,1995/01/01,V,543519,81345
NA,10085659,93,Stara vas-Bizeljsko,,11026605,4.48,1995/01/01,1995/01/01,V,553880,94454
NA,10085667,94,Stojanski Vrh,,11026605,2.29,1995/01/01,1995/01/01,V,541859,80385
NA,10085675,95,Trebež,,11026605,2.02,1995/01/01,1995/01/01,V,544739,88965
NA,10085683,96,Velika Dolina,,11026605,0.68,1995/01/01,1995/01/01,V,551389,79614
NA,10085691,97,Velike Malence,,11026605,4.08,1995/01/01,1995/01/01,V,544119,82965
NA,10085705,98,Veliki Obrež,,11026605,3.61,1995/01/01,1995/01/01,V,551859,85044
NA,10085713,99,Vinji Vrh,,11026605,1.16,1995/01/01,1995/01/01,V,540879,79435
NA,10085721,100,Vitna vas,,11026605,1.61,1995/01/01,1995/01/01,V,551790,95034
NA,10085730,101,Volčje,,11026605,3.14,1995/01/01,1995/01/01,V,544910,93734
NA,10085748,102,Vrhje,,11026605,1.15,1995/01/01,1995/01/01,V,553499,89764
NA,10085756,103,Vrhovska vas,,11026605,1.38,1995/01/01,1995/01/01,V,539949,80105
NA,10085764,104,Zasap,,11026605,2.19,1995/01/01,1995/01/01,V,539779,84305
NA,10085772,105,Zgornja Pohanca,,11026605,3.04,1995/01/01,1995/01/01,V,544330,94614
NA,10085799,106,Zgornji Obrež,,11026605,0.59,1995/01/01,1995/01/01,V,543659,89015
NA,10085802,107,Žejno,,11026605,1.3,1995/01/01,1995/01/01,V,545989,81534
NA,10085829,108,Župeča vas,,11026605,1.93,1995/01/01,1995/01/01,V,540989,82875
NA,10085837,109,Župelevec,,11026605,6.05,1995/01/01,1995/01/01,V,553259,91554
NA,10085845,30,Dolenja vas pri Artičah,,11026605,0.96,1995/01/01,1995/01/01,V,543519,90135
NA,10085853,1,Arclin,,11028080,1.45,1995/01/01,1995/01/01,V,523090,126245
NA,10085861,2,Beli Potok pri Frankolovem,,11028080,0.42,1995/01/01,1995/01/01,V,525491,134135
NA,10085870,3,Bezenškovo Bukovje,,11028080,1.12,1995/01/01,1995/01/01,V,525351,132065
NA,10085888,4,Bezovica,,11028080,1.01,1995/01/01,1995/01/01,V,527030,128095
NA,10085896,5,Bovše,,11028080,1.24,1995/01/01,1995/01/01,V,526740,126915
NA,10085900,6,Brdce,,11028080,1.43,1995/01/01,1995/01/01,V,527461,131015
NA,10085918,1,Brdce nad Dobrno,,21427705,6.44,1998/11/22,1998/11/27,V,519081,136625
NA,10085926,1,Brezova,,11026621,3.12,1995/01/01,1995/01/01,V,520380,128255
NA,10085934,2,Bukovžlak,,11026621,3.08,1995/01/01,1995/01/01,V,523850,121915
NA,10085942,3,Celje,,11026621,22.72,1995/01/01,1995/01/01,V,520340,121185
NA,10085969,8,Čreškova,,11028080,1.03,1995/01/01,1995/01/01,V,520011,134275
NA,10085977,9,Črešnjevec,,11028080,0.41,1995/01/01,1995/01/01,V,527450,129265
NA,10085985,10,Črešnjice,,11028080,1.64,1995/01/01,1995/01/01,V,526911,131905
NA,10085993,2,Dobrna,,21427705,1.8,1998/11/22,1998/11/27,V,517650,133175
NA,10086019,12,Dol pod Gojko,,11028080,1.36,1995/01/01,1995/01/01,V,524331,133135
NA,10086027,13,Frankolovo,,11028080,1.25,1995/01/01,1995/01/01,V,524710,131455
NA,10086035,14,Gabrovec pri Dramljah,,11028080,1.38,1995/01/01,1995/01/01,V,527840,128445
NA,10086043,5,Glinsko,,11026621,1.14,1995/01/01,1995/01/01,V,526710,124645
NA,10086051,15,Globoče,,11028080,0.94,1995/01/01,1995/01/01,V,524240,130115
NA,10086060,6,Gorica pri Šmartnem,,11026621,4.01,1995/01/01,1995/01/01,V,517650,125825
NA,10086078,16,Gradišče pri Vojniku,,11028080,0.69,1995/01/01,1995/01/01,V,526060,127115
NA,10086086,17,Homec,,11028080,1.17,1995/01/01,1995/01/01,V,520210,132365
NA,10086094,18,Hrastnik,,11028080,0.85,1995/01/01,1995/01/01,V,528380,127865
NA,10086108,19,Hrenova,,11028080,1.88,1995/01/01,1995/01/01,V,519870,130805
NA,10086116,20,Ilovca,,11028080,0.81,1995/01/01,1995/01/01,V,524700,130055
NA,10086124,21,Ivenca,,11028080,0.99,1995/01/01,1995/01/01,V,523790,129145
NA,10086132,22,Jankova,,11028080,1.02,1995/01/01,1995/01/01,V,525390,129065
NA,10086159,2,Javornik,,11027555,3.58,1995/01/01,1995/01/01,V,525000,116835
NA,10086167,7,Jezerce pri Šmartnem,,11026621,0.89,1995/01/01,1995/01/01,V,518950,129995
NA,10086175,3,Kanjuce,,11027555,4.48,1995/01/01,1995/01/01,V,523710,115045
NA,10086183,23,Kladnart,,11028080,0.57,1995/01/01,1995/01/01,V,527810,129885
NA,10086191,3,Klanc,,21427705,2.59,1998/11/22,1998/11/27,V,517632,134146
NA,10086205,25,Koblek,,11028080,0.31,1995/01/01,1995/01/01,V,525350,126955
NA,10086213,4,Kompole,,11027555,2.15,1995/01/01,1995/01/01,V,525110,119525
NA,10086221,26,Konjsko,,11028080,1.02,1995/01/01,1995/01/01,V,521760,128445
NA,10086230,8,Košnica pri Celju,,11026621,4.21,1995/01/01,1995/01/01,V,518710,119775
NA,10086248,9,Lahovna,,11026621,0.6,1995/01/01,1995/01/01,V,520550,124995
NA,10086256,27,Landek,,11028080,1.02,1995/01/01,1995/01/01,V,519600,132705
NA,10086264,5,Laška vas pri Štorah,,11027555,1.42,1995/01/01,1995/01/01,V,524200,118905
NA,10086272,28,Lemberg pri Novi Cerkvi,,11028080,1.78,1995/01/01,1995/01/01,V,519100,131315
NA,10086299,10,Leskovec,,11026621,1.03,1995/01/01,1995/01/01,V,524390,123885
NA,10086302,29,Lešje,,11028080,0.58,1995/01/01,1995/01/01,V,521670,126865
NA,10086329,30,Lindek,,11028080,4.34,1995/01/01,1995/01/01,V,524221,135545
NA,10086337,31,Lipa pri Frankolovem,,11028080,2.69,1995/01/01,1995/01/01,V,524191,134415
NA,10086345,11,Lipovec pri Škofji vasi,,11026621,0.61,1995/01/01,1995/01/01,V,525900,124375
NA,10086353,12,Ljubečna,,11026621,2.29,1995/01/01,1995/01/01,V,524910,123975
NA,10086361,13,Loče,,11026621,1.43,1995/01/01,1995/01/01,V,519820,127345
NA,10086370,4,Loka pri Dobrni,,21427705,0.63,1998/11/22,1998/11/27,V,515821,134605
NA,10086388,5,Lokovina,,21427705,2.29,1998/11/22,1998/11/27,V,516220,132955
NA,10086396,14,Lokrovec,,11026621,2.64,1995/01/01,1995/01/01,V,519650,124625
NA,10086400,15,Lopata,,11026621,1.73,1995/01/01,1995/01/01,V,518140,124925
NA,10086418,34,Male Dole,,11028080,3.69,1995/01/01,1995/01/01,V,526280,129905
NA,10086426,16,Medlog,,11026621,3.41,1995/01/01,1995/01/01,V,517537,122840
NA,10086434,36,Novake,,11028080,1.34,1995/01/01,1995/01/01,V,522540,131995
NA,10086442,6,Ogorevc,,11027555,1.02,1995/01/01,1995/01/01,V,526310,120385
NA,10086469,17,Osenca,,11026621,0.61,1995/01/01,1995/01/01,V,522220,119705
NA,10086477,18,Otemna,,11026621,0.79,1995/01/01,1995/01/01,V,519350,129225
NA,10086485,6,Parož,,21427705,2.73,1998/11/22,1998/11/27,V,516801,135935
NA,10086493,7,Pečovje,,11027555,1.86,1995/01/01,1995/01/01,V,523240,119145
NA,10086507,19,Pečovnik,,11026621,5.54,1995/01/01,1995/01/01,V,520460,117755
NA,10086515,20,Pepelno,,11026621,1.45,1995/01/01,1995/01/01,V,518020,129605
NA,10086523,38,Podgorje pod Čerinom,,11028080,2.9,1995/01/01,1995/01/01,V,526251,132005
NA,10086531,39,Polže,,11028080,0.69,1995/01/01,1995/01/01,V,521050,130625
NA,10086540,21,Prekorje,,11026621,0.95,1995/01/01,1995/01/01,V,521480,125475
NA,10086558,40,Pristava,,11028080,1.07,1995/01/01,1995/01/01,V,525630,126435
NA,10086566,7,Pristova,,21427705,2.48,1998/11/22,1998/11/27,V,517040,131885
NA,10086574,8,Prožinska vas,,11027555,4.28,1995/01/01,1995/01/01,V,526710,119185
NA,10086582,42,Rakova Steza,,11028080,0.82,1995/01/01,1995/01/01,V,523490,131785
NA,10086604,43,Razdelj,,11028080,0.99,1995/01/01,1995/01/01,V,521750,131275
NA,10086612,44,Razgor,,11028080,1.57,1995/01/01,1995/01/01,V,526410,126075
NA,10086639,45,Razgorce,,11028080,0.33,1995/01/01,1995/01/01,V,526910,129225
NA,10086647,46,Rove,,11028080,0.61,1995/01/01,1995/01/01,V,525900,131225
NA,10086655,22,Rožni Vrh,,11026621,1.71,1995/01/01,1995/01/01,V,519910,129425
NA,10086663,23,Runtole,,11026621,1.05,1995/01/01,1995/01/01,V,520900,126205
NA,10086671,24,Rupe,,11026621,1.33,1995/01/01,1995/01/01,V,518020,130175
NA,10086680,47,Selce,,11028080,2.33,1995/01/01,1995/01/01,V,522141,134745
NA,10086698,25,Slance,,11026621,0.31,1995/01/01,1995/01/01,V,523480,121465
NA,10086701,26,Slatina v Rožni dolini,,11026621,1.31,1995/01/01,1995/01/01,V,518810,126905
NA,10086710,48,Socka,,11028080,2.52,1995/01/01,1995/01/01,V,521281,133515
NA,10086728,49,Straža pri Dolu,,11028080,0.08,1995/01/01,1995/01/01,V,523431,132935
NA,10086736,50,Straža pri Novi Cerkvi,,11028080,1.12,1995/01/01,1995/01/01,V,521921,133225
NA,10086744,51,Stražica,,11028080,1.02,1995/01/01,1995/01/01,V,523661,132405
NA,10086752,8,Strmec nad Dobrno,,21427705,8.61,1998/11/22,1998/11/27,V,515711,136695
NA,10086779,35,Nova Cerkev,,11028080,1.8,1995/01/01,1995/01/01,V,522040,130425
NA,10086787,9,Svetina,,11027555,1.97,1995/01/01,1995/01/01,V,523440,116285
NA,10086795,10,Svetli Dol,,11027555,1.62,1995/01/01,1995/01/01,V,524630,116185
NA,10086809,11,Šentjanž nad Štorami,,11027555,3.27,1995/01/01,1995/01/01,V,525180,118235
NA,10086817,28,Škofja vas,,11026621,1.87,1995/01/01,1995/01/01,V,522190,125565
NA,10086825,29,Šmarjeta pri Celju,,11026621,0.76,1995/01/01,1995/01/01,V,522040,124475
NA,10086833,30,Šmartno v Rožni dolini,,11026621,2.39,1995/01/01,1995/01/01,V,518710,128345
NA,10086841,31,Šmiklavž pri Škofji vasi,,11026621,1.59,1995/01/01,1995/01/01,V,525220,125355
NA,10086850,12,Štore,,11027555,2.29,1995/01/01,1995/01/01,V,524010,120285
NA,10086868,32,Teharje,,11026621,1.01,1995/01/01,1995/01/01,V,523320,121165
NA,10086876,53,Tomaž nad Vojnikom,,11028080,2.06,1995/01/01,1995/01/01,V,525200,127555
NA,10086884,33,Tremerje,,11026621,2.75,1995/01/01,1995/01/01,V,518100,117735
NA,10086892,34,Trnovlje pri Celju,,11026621,3.06,1995/01/01,1995/01/01,V,522590,123665
NA,10086906,54,Trnovlje pri Socki,,11028080,1.25,1995/01/01,1995/01/01,V,522201,133835
NA,10086914,55,Velika Raven,,11028080,1.86,1995/01/01,1995/01/01,V,520341,134735
NA,10086922,56,Verpete,,11028080,0.97,1995/01/01,1995/01/01,V,525001,133165
NA,10086949,57,Vine,,11028080,0.85,1995/01/01,1995/01/01,V,518960,132355
NA,10086957,9,Vinska Gorica,,21427705,1.51,1998/11/22,1998/11/27,V,517490,132055
NA,10086965,59,Višnja vas,,11028080,2.81,1995/01/01,1995/01/01,V,522380,129445
NA,10086973,60,Vizore,,11028080,0.86,1995/01/01,1995/01/01,V,520750,130895
NA,10086981,61,Vojnik,,11028080,4.95,1995/01/01,1995/01/01,V,523510,128215
NA,10086990,10,Vrba,,21427705,1.27,1998/11/22,1998/11/27,V,518460,133295
NA,10087007,35,Vrhe,,11026621,0.99,1995/01/01,1995/01/01,V,524017,120757
NA,10087015,63,Zabukovje,,11028080,0.62,1995/01/01,1995/01/01,V,523091,133565
NA,10087023,36,Začret,,11026621,0.77,1995/01/01,1995/01/01,V,524680,123015
NA,10087031,37,Zadobrova,,11026621,2.11,1995/01/01,1995/01/01,V,522920,124855
NA,10087040,11,Zavrh nad Dobrno,,21427705,1.31,1998/11/22,1998/11/27,V,518551,134165
NA,10087058,4,Dobrova,,11026621,1.36,1995/01/01,1995/01/01,V,520010,125465
NA,10087066,65,Zlateče,,11028080,0.96,1995/01/01,1995/01/01,V,520860,132655
NA,10087074,38,Zvodno,,11026621,4.26,1995/01/01,1995/01/01,V,521960,119105
NA,10087082,66,Želče,,11028080,0.48,1995/01/01,1995/01/01,V,526750,128525
NA,10087104,39,Žepina,,11026621,1.94,1995/01/01,1995/01/01,V,525880,123465
NA,10087112,27,Šentjungert,,11026621,2.05,1995/01/01,1995/01/01,V,516930,128305
NA,10087139,1,Draga,,11027555,0.25,1995/01/01,1995/01/01,V,525330,119965
NA,10087147,1,Andrejčje,,21427659,0.65,1998/11/22,1998/11/27,V,461359,74416
NA,10087155,2,Babna Polica,,11027865,12.41,1995/01/01,1995/01/01,V,461628,58876
NA,10087163,3,Babno Polje,,11027865,16.32,1995/01/01,1995/01/01,V,464768,56166
NA,10087171,1,Beč,,11026648,0.36,1995/01/01,1995/01/01,V,454630,79827
NA,10087180,2,Bečaje,,11026648,0.28,1995/01/01,1995/01/01,V,457749,77216
NA,10087198,3,Begunje pri Cerknici,,11026648,8.76,1995/01/01,1995/01/01,V,451458,75006
NA,10087201,2,Benete,,21427659,1.58,1998/11/22,1998/11/27,V,466148,70036
NA,10087210,4,Bezuljak,,11026648,8.3,1995/01/01,1995/01/01,V,450978,77396
NA,10087228,5,Bločice,,11026648,4.32,1995/01/01,1995/01/01,V,457528,69456
NA,10087236,6,Bloška Polica,,11026648,4.17,1995/01/01,1995/01/01,V,458728,69036
NA,10087244,3,Bočkovo,,21427659,0.44,1998/11/22,1998/11/27,V,459649,75286
NA,10087252,7,Brezje,,11026648,1.39,1995/01/01,1995/01/01,V,452028,74566
NA,10087279,8,Cajnarje,,11026648,0.64,1995/01/01,1995/01/01,V,457149,76776
NA,10087287,9,Cerknica,,11026648,14.55,1995/01/01,1995/01/01,V,450098,73146
NA,10087295,10,Čohovo,,11026648,0.75,1995/01/01,1995/01/01,V,458370,79487
NA,10087309,6,Dane,,11027865,14.29,1995/01/01,1995/01/01,V,456808,63756
NA,10087317,11,Dobec,,11026648,18.7,1995/01/01,1995/01/01,V,450548,78886
NA,10087325,12,Dolenja vas,,11026648,5.9,1995/01/01,1995/01/01,V,449298,72106
NA,10087333,13,Dolenje Jezero,,11026648,5.29,1995/01/01,1995/01/01,V,450118,71036
NA,10087341,14,Dolenje Otave,,11026648,2.04,1995/01/01,1995/01/01,V,454629,77637
NA,10087350,7,Dolenje Poljane,,11027865,8.39,1995/01/01,1995/01/01,V,462628,61516
NA,10087368,4,Fara,,21427659,3.52,1998/11/22,1998/11/27,V,461728,69776
NA,10087376,5,Glina,,21427659,1.03,1998/11/22,1998/11/27,V,460498,70266
NA,10087384,6,Godičevo,,21427659,0.61,1998/11/22,1998/11/27,V,464118,72656
NA,10087392,15,Gora,,11026648,1.57,1995/01/01,1995/01/01,V,455708,76796
NA,10087406,16,Gorenje Jezero,,11026648,2.57,1995/01/01,1995/01/01,V,454208,65686
NA,10087414,17,Gorenje Otave,,11026648,1.38,1995/01/01,1995/01/01,V,454759,78796
NA,10087422,7,Gradiško,,21427659,0.5,1998/11/22,1998/11/27,V,461609,74626
NA,10087449,19,Grahovo,,11026648,7.03,1995/01/01,1995/01/01,V,455088,70136
NA,10087457,8,Hiteno,,21427659,1.5,1998/11/22,1998/11/27,V,460709,75456
NA,10087465,9,Hribarjevo,,21427659,0.75,1998/11/22,1998/11/27,V,457628,74526
NA,10087473,20,Hribljane,,11026648,0.69,1995/01/01,1995/01/01,V,458059,77456
NA,10087481,21,Hruškarje,,11026648,0.73,1995/01/01,1995/01/01,V,457149,77386
NA,10087490,10,Hudi Vrh,,21427659,2.79,1998/11/22,1998/11/27,V,462838,68956
NA,10087503,15,Iga vas,,11027865,2.08,1995/01/01,1995/01/01,V,459928,61266
NA,10087511,22,Ivanje selo,,11026648,11.15,1995/01/01,1995/01/01,V,445548,77546
NA,10087520,11,Jeršanovo,,21427659,0.45,1998/11/22,1998/11/27,V,458609,74986
NA,10087538,23,Jeršiče,,11026648,0.91,1995/01/01,1995/01/01,V,458889,78286
NA,10087546,18,Knežja Njiva,,11027865,6.31,1995/01/01,1995/01/01,V,461058,64506
NA,10087554,24,Korošče,,11026648,1.94,1995/01/01,1995/01/01,V,456939,78776
NA,10087562,25,Koščake,,11026648,1.38,1995/01/01,1995/01/01,V,456229,78936
NA,10087589,19,Kozarišče,,11027865,43.88,1995/01/01,1995/01/01,V,459098,60816
NA,10087597,26,Kožljek,,11026648,6.8,1995/01/01,1995/01/01,V,451858,78576
NA,10087619,34,Sveti Duh,,21427659,0.35,1998/11/22,1998/11/27,V,462939,73176
NA,10087627,12,Kramplje,,21427659,0.92,1998/11/22,1998/11/27,V,462908,72726
NA,10087635,27,Kranjče,,11026648,0.96,1995/01/01,1995/01/01,V,455949,77736
NA,10087643,28,Kremenca,,11026648,0.51,1995/01/01,1995/01/01,V,457539,76386
NA,10087651,29,Krušče,,11026648,0.62,1995/01/01,1995/01/01,V,456448,76386
NA,10087660,30,Kržišče,,11026648,0.94,1995/01/01,1995/01/01,V,454519,80026
NA,10087678,13,Lahovo,,21427659,0.52,1998/11/22,1998/11/27,V,462479,73406
NA,10087686,31,Laze pri Gorenjem Jezeru,,11026648,13.25,1995/01/01,1995/01/01,V,453328,65066
NA,10087694,14,Lepi Vrh,,21427659,2.29,1998/11/22,1998/11/27,V,462749,74936
NA,10087708,32,Lešnjake,,11026648,1.26,1995/01/01,1995/01/01,V,459349,79426
NA,10087716,33,Lipsenj,,11026648,2.3,1995/01/01,1995/01/01,V,455838,67436
NA,10087724,15,Lovranovo,,21427659,0.54,1998/11/22,1998/11/27,V,458929,75326
NA,10087732,24,Lož,,11027865,6.55,1995/01/01,1995/01/01,V,458648,65256
NA,10087759,34,Mahneti,,11026648,2.19,1995/01/01,1995/01/01,V,456318,74546
NA,10087767,16,Malni,,21427659,0.11,1998/11/22,1998/11/27,V,459169,74966
NA,10087775,26,Markovec,,11027865,1.34,1995/01/01,1995/01/01,V,460438,63766
NA,10087783,35,Martinjak,,11026648,4.51,1995/01/01,1995/01/01,V,453498,70866
NA,10087791,17,Metulje,,21427659,4.93,1998/11/22,1998/11/27,V,462908,67246
NA,10087805,36,Milava,,11026648,0.31,1995/01/01,1995/01/01,V,456898,76106
NA,10087813,18,Mramorovo pri Lužarjih,,21427659,1.45,1998/11/22,1998/11/27,V,465158,72666
NA,10087821,19,Mramorovo pri Pajkovem,,21427659,0.79,1998/11/22,1998/11/27,V,460889,74616
NA,10087830,30,Nadlesk,,11027865,8.95,1995/01/01,1995/01/01,V,458428,62846
NA,10087848,20,Nemška vas na Blokah,,21427659,1.45,1998/11/22,1998/11/27,V,461428,71056
NA,10087856,21,Nova vas,,21427659,1.42,1998/11/22,1998/11/27,V,461608,70416
NA,10087864,22,Ograda,,21427659,0.31,1998/11/22,1998/11/27,V,459419,75566
NA,10087872,37,Osredek,,11026648,4.97,1995/01/01,1995/01/01,V,459649,80606
NA,10087899,38,Otok,,11026648,22.64,1995/01/01,1995/01/01,V,451328,66376
NA,10087902,39,Otonica,,11026648,1.37,1995/01/01,1995/01/01,V,454878,74656
NA,10087929,40,Pikovnik,,11026648,1.84,1995/01/01,1995/01/01,V,454659,80366
NA,10087937,41,Pirmane,,11026648,1.08,1995/01/01,1995/01/01,V,458429,77566
NA,10087945,34,Podcerkev,,11027865,5.68,1995/01/01,1995/01/01,V,457798,63696
NA,10087953,35,Podgora pri Ložu,,11027865,4.1,1995/01/01,1995/01/01,V,460108,60636
NA,10087961,36,Podlož,,11027865,3.57,1995/01/01,1995/01/01,V,458038,66286
NA,10087970,42,Podskrajnik,,11026648,1.48,1995/01/01,1995/01/01,V,448828,73036
NA,10087988,43,Podslivnica,,11026648,1.69,1995/01/01,1995/01/01,V,456758,74316
NA,10087996,23,Polšeče,,21427659,1.18,1998/11/22,1998/11/27,V,460479,76986
NA,10088003,44,Ponikve,,11026648,2,1995/01/01,1995/01/01,V,456428,75376
NA,10088011,38,Pudob,,11027865,1.2,1995/01/01,1995/01/01,V,459428,62106
NA,10088020,24,Radlek,,21427659,3.44,1998/11/22,1998/11/27,V,457998,71506
NA,10088038,45,Rakek,,11026648,7,1995/01/01,1995/01/01,V,446558,75186
NA,10088046,47,Ravne,,11026648,1.45,1995/01/01,1995/01/01,V,460019,78286
NA,10088054,25,Ravne na Blokah,,21427659,5.13,1998/11/22,1998/11/27,V,465328,68226
NA,10088062,26,Ravnik,,21427659,1.53,1998/11/22,1998/11/27,V,461729,74066
NA,10088089,48,Reparje,,11026648,0.24,1995/01/01,1995/01/01,V,456668,76496
NA,10088097,27,Rožanče,,21427659,1.2,1998/11/22,1998/11/27,V,458158,74676
NA,10088119,49,Rudolfovo,,11026648,0.74,1995/01/01,1995/01/01,V,458509,79146
NA,10088127,28,Runarsko,,21427659,2.16,1998/11/22,1998/11/27,V,464348,70236
NA,10088135,50,Selšček,,11026648,2.98,1995/01/01,1995/01/01,V,453148,75826
NA,10088143,29,Sleme,,21427659,1.29,1998/11/22,1998/11/27,V,457778,73866
NA,10088151,51,Slivice,,11026648,0.92,1995/01/01,1995/01/01,V,445038,75466
NA,10088160,52,Slugovo,,11026648,0.71,1995/01/01,1995/01/01,V,458249,75866
NA,10088178,45,Stari trg pri Ložu,,11027865,2.48,1995/01/01,1995/01/01,V,458701,63945
NA,10088186,53,Stražišče,,11026648,1.15,1995/01/01,1995/01/01,V,453328,78226
NA,10088194,30,Strmca,,21427659,0.64,1998/11/22,1998/11/27,V,464948,73036
NA,10088208,31,Studenec na Blokah,,21427659,2.68,1998/11/22,1998/11/27,V,463798,69636
NA,10088216,32,Studeno na Blokah,,21427659,1.54,1998/11/22,1998/11/27,V,459358,70446
NA,10088224,55,Ščurkovo,,11026648,0.37,1995/01/01,1995/01/01,V,459649,76916
NA,10088232,33,Sveta Trojica,,21427659,0.84,1998/11/22,1998/11/27,V,459389,74746
